2025-08-04 09:59:37.476 [34mINFO [0;39m [main] c.interviewcoach.BackendApplication - Starting BackendApplication using Java 17.0.8 with PID 45614 (/Users/jsu/Desktop/ga/projects/interview-coach/backend/target/classes started by jsu in /Users/jsu/Desktop/ga/projects/interview-coach/backend)
2025-08-04 21:36:01.917 [39mDEBUG[0;39m [http-nio-8080-exec-8] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 0 containing UNKNOWN instances,[]>
2025-08-04 21:36:01.919 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [4, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 21:36:01.919 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [4, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 21:36:01.921 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 0 containing UNKNOWN instances
2025-08-04 21:36:01.921 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 0 containing UNKNOWN instances,[]>
2025-08-04 21:44:51.222 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.createJobApplication() with argument[s] = [4, JobApplicationDto(id=null, userId=null, title=Full Stack Developer (Remote Opportunity), description=Full job description
VetsEZ is seeking a remote Full Stack Java Developer to join our team. The ideal candidate will have a robust background in both front-end and back-end development. You will be responsible for designing, developing, and implementing high-quality software solutions throughout the development process.

The candidate must reside within the continental US.

Responsibilities:

Design, develop, and implement scalable applications using Java (Java EE, Java 17), Spring framework, and Python, ensuring performance and reliability.
Build and maintain responsive user interfaces using HTML, CSS, JavaScript, and frameworks like React or Angular, optimizing for cross-browser compatibility.
Develop and manage server-side logic, APIs, and databases (Postgres, SQL), integrating front-end and back-end components effectively.
Troubleshoot, debug, and resolve technical issues while maintaining high standards for code quality through regular code reviews.
Apply Agile methodologies throughout the development lifecycle, including design, implementation, deployment, and continuous integration.
Use testing tools such as Cypress, JUnit, and Playwright to validate functionality, and address security vulnerabilities following best practices.
Collaborate with business analysts, QA teams, and stakeholders to gather requirements and ensure seamless solution delivery.
Requirements:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven experience as a Full Stack Developer and Tech Lead, with a strong track record of managing development teams and mentoring junior developers.
Proficient in Java, Java EE, Spring framework, Python (including Django or Flask), HTML, CSS, JavaScript, SQL, and object-oriented programming.
Hands-on experience with front-end frameworks (ReactJS or Angular), databases (MySQL, PostgreSQL, MongoDB), and version control systems like Git.
Strong analytical and problem-solving skills with the ability to tackle complex technical challenges independently.
Excellent written and verbal communication skills for effective collaboration with technical and non-technical stakeholders.
Additional Qualifications:

Excellent analytical skills and the ability to solve complex technical problems.
Strong communication skills, both written and verbal, to effectively interact with team members and stakeholders.
Experience with SAFe/Agile.
Ability to obtain a government clearance., applicationDate=2025-08-05T02:44:51.207Z, expectedInterviewDate=2025-09-06, status=Applied, tags=null)]
2025-08-04 21:44:51.222 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.createJobApplication() with argument[s] = [4, JobApplicationDto(id=null, userId=null, title=Full Stack Developer (Remote Opportunity), description=Full job description
VetsEZ is seeking a remote Full Stack Java Developer to join our team. The ideal candidate will have a robust background in both front-end and back-end development. You will be responsible for designing, developing, and implementing high-quality software solutions throughout the development process.

The candidate must reside within the continental US.

Responsibilities:

Design, develop, and implement scalable applications using Java (Java EE, Java 17), Spring framework, and Python, ensuring performance and reliability.
Build and maintain responsive user interfaces using HTML, CSS, JavaScript, and frameworks like React or Angular, optimizing for cross-browser compatibility.
Develop and manage server-side logic, APIs, and databases (Postgres, SQL), integrating front-end and back-end components effectively.
Troubleshoot, debug, and resolve technical issues while maintaining high standards for code quality through regular code reviews.
Apply Agile methodologies throughout the development lifecycle, including design, implementation, deployment, and continuous integration.
Use testing tools such as Cypress, JUnit, and Playwright to validate functionality, and address security vulnerabilities following best practices.
Collaborate with business analysts, QA teams, and stakeholders to gather requirements and ensure seamless solution delivery.
Requirements:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven experience as a Full Stack Developer and Tech Lead, with a strong track record of managing development teams and mentoring junior developers.
Proficient in Java, Java EE, Spring framework, Python (including Django or Flask), HTML, CSS, JavaScript, SQL, and object-oriented programming.
Hands-on experience with front-end frameworks (ReactJS or Angular), databases (MySQL, PostgreSQL, MongoDB), and version control systems like Git.
Strong analytical and problem-solving skills with the ability to tackle complex technical challenges independently.
Excellent written and verbal communication skills for effective collaboration with technical and non-technical stakeholders.
Additional Qualifications:

Excellent analytical skills and the ability to solve complex technical problems.
Strong communication skills, both written and verbal, to effectively interact with team members and stakeholders.
Experience with SAFe/Agile.
Ability to obtain a government clearance., applicationDate=2025-08-05T02:44:51.207Z, expectedInterviewDate=2025-09-06, status=Applied, tags=null)]
2025-08-04 21:44:51.226 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.createJobApplication() with result = JobApplicationDto(id=4a3956b4-8870-41b2-beea-6b73ac3ecb85, userId=4, title=Full Stack Developer (Remote Opportunity), description=Full job description
VetsEZ is seeking a remote Full Stack Java Developer to join our team. The ideal candidate will have a robust background in both front-end and back-end development. You will be responsible for designing, developing, and implementing high-quality software solutions throughout the development process.

The candidate must reside within the continental US.

Responsibilities:

Design, develop, and implement scalable applications using Java (Java EE, Java 17), Spring framework, and Python, ensuring performance and reliability.
Build and maintain responsive user interfaces using HTML, CSS, JavaScript, and frameworks like React or Angular, optimizing for cross-browser compatibility.
Develop and manage server-side logic, APIs, and databases (Postgres, SQL), integrating front-end and back-end components effectively.
Troubleshoot, debug, and resolve technical issues while maintaining high standards for code quality through regular code reviews.
Apply Agile methodologies throughout the development lifecycle, including design, implementation, deployment, and continuous integration.
Use testing tools such as Cypress, JUnit, and Playwright to validate functionality, and address security vulnerabilities following best practices.
Collaborate with business analysts, QA teams, and stakeholders to gather requirements and ensure seamless solution delivery.
Requirements:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven experience as a Full Stack Developer and Tech Lead, with a strong track record of managing development teams and mentoring junior developers.
Proficient in Java, Java EE, Spring framework, Python (including Django or Flask), HTML, CSS, JavaScript, SQL, and object-oriented programming.
Hands-on experience with front-end frameworks (ReactJS or Angular), databases (MySQL, PostgreSQL, MongoDB), and version control systems like Git.
Strong analytical and problem-solving skills with the ability to tackle complex technical challenges independently.
Excellent written and verbal communication skills for effective collaboration with technical and non-technical stakeholders.
Additional Qualifications:

Excellent analytical skills and the ability to solve complex technical problems.
Strong communication skills, both written and verbal, to effectively interact with team members and stakeholders.
Experience with SAFe/Agile.
Ability to obtain a government clearance., applicationDate=2025-08-04T21:44:51.225762-05:00, expectedInterviewDate=2025-09-06, status=PENDING, tags=null)
2025-08-04 21:44:51.227 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.createJobApplication() with result = <201 CREATED Created,JobApplicationDto(id=4a3956b4-8870-41b2-beea-6b73ac3ecb85, userId=4, title=Full Stack Developer (Remote Opportunity), description=Full job description
VetsEZ is seeking a remote Full Stack Java Developer to join our team. The ideal candidate will have a robust background in both front-end and back-end development. You will be responsible for designing, developing, and implementing high-quality software solutions throughout the development process.

The candidate must reside within the continental US.

Responsibilities:

Design, develop, and implement scalable applications using Java (Java EE, Java 17), Spring framework, and Python, ensuring performance and reliability.
Build and maintain responsive user interfaces using HTML, CSS, JavaScript, and frameworks like React or Angular, optimizing for cross-browser compatibility.
Develop and manage server-side logic, APIs, and databases (Postgres, SQL), integrating front-end and back-end components effectively.
Troubleshoot, debug, and resolve technical issues while maintaining high standards for code quality through regular code reviews.
Apply Agile methodologies throughout the development lifecycle, including design, implementation, deployment, and continuous integration.
Use testing tools such as Cypress, JUnit, and Playwright to validate functionality, and address security vulnerabilities following best practices.
Collaborate with business analysts, QA teams, and stakeholders to gather requirements and ensure seamless solution delivery.
Requirements:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven experience as a Full Stack Developer and Tech Lead, with a strong track record of managing development teams and mentoring junior developers.
Proficient in Java, Java EE, Spring framework, Python (including Django or Flask), HTML, CSS, JavaScript, SQL, and object-oriented programming.
Hands-on experience with front-end frameworks (ReactJS or Angular), databases (MySQL, PostgreSQL, MongoDB), and version control systems like Git.
Strong analytical and problem-solving skills with the ability to tackle complex technical challenges independently.
Excellent written and verbal communication skills for effective collaboration with technical and non-technical stakeholders.
Additional Qualifications:

Excellent analytical skills and the ability to solve complex technical problems.
Strong communication skills, both written and verbal, to effectively interact with team members and stakeholders.
Experience with SAFe/Agile.
Ability to obtain a government clearance., applicationDate=2025-08-04T21:44:51.225762-05:00, expectedInterviewDate=2025-09-06, status=PENDING, tags=null),[]>
2025-08-04 21:45:36.398 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplicationById() with argument[s] = [4a3956b4-8870-41b2-beea-6b73ac3ecb85, 4]
2025-08-04 21:45:36.398 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.getJobApplicationById() with argument[s] = [4a3956b4-8870-41b2-beea-6b73ac3ecb85, 4]
2025-08-04 21:45:36.402 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.getJobApplicationById() with result = JobApplicationDto(id=4a3956b4-8870-41b2-beea-6b73ac3ecb85, userId=4, title=Full Stack Developer (Remote Opportunity), description=Full job description
VetsEZ is seeking a remote Full Stack Java Developer to join our team. The ideal candidate will have a robust background in both front-end and back-end development. You will be responsible for designing, developing, and implementing high-quality software solutions throughout the development process.

The candidate must reside within the continental US.

Responsibilities:

Design, develop, and implement scalable applications using Java (Java EE, Java 17), Spring framework, and Python, ensuring performance and reliability.
Build and maintain responsive user interfaces using HTML, CSS, JavaScript, and frameworks like React or Angular, optimizing for cross-browser compatibility.
Develop and manage server-side logic, APIs, and databases (Postgres, SQL), integrating front-end and back-end components effectively.
Troubleshoot, debug, and resolve technical issues while maintaining high standards for code quality through regular code reviews.
Apply Agile methodologies throughout the development lifecycle, including design, implementation, deployment, and continuous integration.
Use testing tools such as Cypress, JUnit, and Playwright to validate functionality, and address security vulnerabilities following best practices.
Collaborate with business analysts, QA teams, and stakeholders to gather requirements and ensure seamless solution delivery.
Requirements:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven experience as a Full Stack Developer and Tech Lead, with a strong track record of managing development teams and mentoring junior developers.
Proficient in Java, Java EE, Spring framework, Python (including Django or Flask), HTML, CSS, JavaScript, SQL, and object-oriented programming.
Hands-on experience with front-end frameworks (ReactJS or Angular), databases (MySQL, PostgreSQL, MongoDB), and version control systems like Git.
Strong analytical and problem-solving skills with the ability to tackle complex technical challenges independently.
Excellent written and verbal communication skills for effective collaboration with technical and non-technical stakeholders.
Additional Qualifications:

Excellent analytical skills and the ability to solve complex technical problems.
Strong communication skills, both written and verbal, to effectively interact with team members and stakeholders.
Experience with SAFe/Agile.
Ability to obtain a government clearance., applicationDate=2025-08-05T02:44:51.226380Z, expectedInterviewDate=2025-09-06, status=PENDING, tags=null)
2025-08-04 21:45:36.402 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplicationById() with result = <200 OK OK,JobApplicationDto(id=4a3956b4-8870-41b2-beea-6b73ac3ecb85, userId=4, title=Full Stack Developer (Remote Opportunity), description=Full job description
VetsEZ is seeking a remote Full Stack Java Developer to join our team. The ideal candidate will have a robust background in both front-end and back-end development. You will be responsible for designing, developing, and implementing high-quality software solutions throughout the development process.

The candidate must reside within the continental US.

Responsibilities:

Design, develop, and implement scalable applications using Java (Java EE, Java 17), Spring framework, and Python, ensuring performance and reliability.
Build and maintain responsive user interfaces using HTML, CSS, JavaScript, and frameworks like React or Angular, optimizing for cross-browser compatibility.
